obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,soil_type,ox_ult,pH,clay_perc,silt_perc,sand_perc,bnf_input,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,split_app,org_Nfix_in,irrig_1_0,crop,crop_type,trt_name,nh3_kg_seas,nh3_kg_seas_zero.rm,SE,approx_num_measurements,num_replicates,duration_d,tropical,N_in_kg,pct_sand_0.05m_extract,pct_sand_combined,MAP_mm_global,MAP_mm_combined
333,Pan et. al 2016,"Jantalia et al., 2012",,,,Colombia,40.65167,-104.9158,,,,,,,,,,,,,,,,,,,,,2.48,2.48,,,,62,0,200,,,,
334,Pan et. al 2016,"Lee et al., 1999",,,,Korea,36.778433,127.767125,,,,,,,,,,,,,,,,,,,,,6.6,6.6,,,,30,0,50,,,,
335,Pan et. al 2016,"Lee et al., 1999",,,,Korea,36.778433,127.767125,,,,,,,,,,,,,,,,,,,,,3.3,3.3,,,,30,0,50,,,,
336,Pan et. al 2016,"Lee JH et al., 1999",,,,Korea,36.778433,127.767125,,,,,,,,,,,,,,,,,,,,,2.4,2.4,,,,30,0,50,,,,
337,Pan et. al 2016,"LeMonte et al., 2016",,,,USA,40.26706,-111.6246,,,,,,,,,,,,,,,,,,,,,19.35,19.35,,,,45,0,200,,,,
338,Pan et. al 2016,"LeMonte et al., 2016",,,,USA,40.26706,-111.6246,,,,,,,,,,,,,,,,,,,,,11.7,11.7,,,,45,0,200,,,,
339,Pan et. al 2016,"LeMonte et al., 2016",,,,USA,40.26706,-111.6246,,,,,,,,,,,,,,,,,,,,,8.1,8.1,,,,45,0,200,,,,
340,Pan et. al 2016,"LeMonte et al., 2016",,,,USA,40.26706,-111.6246,,,,,,,,,,,,,,,,,,,,,4.05,4.05,,,,45,0,200,,,,
341,Pan et. al 2016,"Li et al., 2008",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,18,18,,,,90,0,90,,,,
342,Pan et. al 2016,"Li et al., 2008",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,103.5,103.5,,,,90,0,360,,,,
343,Pan et. al 2016,"Li et al., 2008",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,51.3,51.3,,,,90,0,270,,,,
344,Pan et. al 2016,"Li et al., 2008",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,36,36,,,,90,0,180,,,,
345,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,15.5,15.5,,,,25,0,100,,,,
346,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,9.25,9.25,,,,25,0,100,,,,
347,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,5.5,5.5,,,,25,0,100,,,,
348,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,3.25,3.25,,,,25,0,100,,,,
349,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,2.75,2.75,,,,25,0,100,,,,
350,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,1.75,1.75,,,,25,0,100,,,,
351,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,25,0,100,,,,
352,Pan et. al 2016,"Li et al., 2014a",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,1.25,1.25,,,,25,0,100,,,,
353,Pan et. al 2016,"Li et al., 2014b",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,7.02,7.02,,,,27,0,100,,,,
354,Pan et. al 2016,"Li et al., 2014b",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,1.62,1.62,,,,27,0,100,,,,
355,Pan et. al 2016,"Li et al., 2014b",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,1.08,1.08,,,,27,0,100,,,,
356,Pan et. al 2016,"Li et al., 2014b",,,,New Zealand,-37.76667,175.3,,,,,,,,,,,,,,,,,,,,,0.54,0.54,,,,27,0,100,,,,
357,Pan et. al 2016,"Li H et al., 2009",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,37.05,37.05,,,,19,0,180,,,,
358,Pan et. al 2016,"Li H et al., 2009",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,35.34,35.34,,,,19,0,180,,,,
359,Pan et. al 2016,"Li H et al., 2009",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,24.89,24.89,,,,19,0,180,,,,
360,Pan et. al 2016,"Li H et al., 2009",,,,China,30.83333,120.6667,,,,,,,,,,,,,,,,,,,,,24.13,24.13,,,,19,0,180,,,,
361,Pan et. al 2016,"Li Qq et al., 2015",,,,China,33.38333,114.0167,,,,,,,,,,,,,,,,,,,,,34.1,34.1,,,,22,0,150,,,,
362,Pan et. al 2016,"Li Qq et al., 2015",,,,China,33.38333,114.0167,,,,,,,,,,,,,,,,,,,,,16.06,16.06,,,,22,0,150,,,,
363,Pan et. al 2016,"Li Qq et al., 2015",,,,China,33.38333,114.0167,,,,,,,,,,,,,,,,,,,,,56.98,56.98,,,,22,0,270,,,,
364,Pan et. al 2016,"Li Qq et al., 2015",,,,China,33.38333,114.0167,,,,,,,,,,,,,,,,,,,,,27.06,27.06,,,,22,0,240,,,,
365,Pan et. al 2016,"Liao et al., 2015",,,,China,31.93333,118.6167,,,,,,,,,,,,,,,,,,,,,33,33,,,,60,0,240,,,,
366,Pan et. al 2016,"Liao et al., 2015",,,,China,31.93333,118.6167,,,,,,,,,,,,,,,,,,,,,24.6,24.6,,,,60,0,240,,,,
367,Pan et. al 2016,"Lin et al., 2007",,,,China,31.146399,119.865356,,,,,,,,,,,,,,,,,,,,,9.24,9.24,,,,42,0,100,,,,
368,Pan et. al 2016,"Lin et al., 2007",,,,China,31.146399,119.865356,,,,,,,,,,,,,,,,,,,,,49.98,49.98,,,,42,0,300,,,,
369,Pan et. al 2016,"Lin et al., 2007",,,,China,31.146399,119.865356,,,,,,,,,,,,,,,,,,,,,47.88,47.88,,,,42,0,350,,,,
370,Pan et. al 2016,"Lin et al., 2007",,,,China,31.146399,119.865356,,,,,,,,,,,,,,,,,,,,,14.19,14.19,,,,33,0,200,,,,
371,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,11.22,11.22,,,,33,0,100,,,,
372,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,10.89,10.89,,,,33,0,100,,,,
373,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,87.12,87.12,,,,33,0,400,,,,
374,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,70.95,70.95,,,,33,0,300,,,,
375,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,55.11,55.11,,,,33,0,300,,,,
376,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,47.85,47.85,,,,33,0,400,,,,
377,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,35.31,35.31,,,,33,0,200,,,,
378,Pan et. al 2016,"Lin et al., 2012",,,,China,32.401116,119.392393,,,,,,,,,,,,,,,,,,,,,28.71,28.71,,,,33,0,200,,,,
379,Pan et. al 2016,"Massey et al., 2011",,,,USA,36.099306,-94.178746,,,,,,,,,,,,,,,,,,,,,4.05,4.05,,,,15,0,133,,,,
380,Pan et. al 2016,"Massey et al., 2011a",,,,USA,36.099306,-94.178746,,,,,,,,,,,,,,,,,,,,,20.7,20.7,,,,15,0,133,,,,
381,Pan et. al 2016,"Massey et al., 2011a",,,,USA,36.099306,-94.178746,,,,,,,,,,,,,,,,,,,,,0.75,0.75,,,,15,0,133,,,,
382,Pan et. al 2016,"Massey et al., 2011b",,,,USA,36.099306,-94.178746,,,,,,,,,,,,,,,,,,,,,3.6,3.6,,,,18,0,135,,,,
383,Pan et. al 2016,"Massey et al., 2011b",,,,USA,36.099306,-94.178746,,,,,,,,,,,,,,,,,,,,,0.18,0.18,,,,18,0,135,,,,
384,Pan et. al 2016,"Massey et al., 2012",,,,USA,36.099306,-94.178746,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,18,0,135,,,,
385,Pan et. al 2016,"Menendez et al., 2006",,,,Spain,43.311958,-4.067082,,,,,,,,,,,,,,,,,,,,,0.162,0.162,,,,2.7,0,97,,,,
386,Pan et. al 2016,"Menendez et al., 2006",,,,Spain,43.311958,-4.067082,,,,,,,,,,,,,,,,,,,,,0.081,0.081,,,,2.7,0,97,,,,
387,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,19.656,19.656,,,,2.7,0,70,,,,
388,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,17.037,17.037,,,,2.7,0,70,,,,
389,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,11.34,11.34,,,,2.7,0,70,,,,
390,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,7.047,7.047,,,,2.7,0,70,,,,
391,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,2.997,2.997,,,,2.7,0,70,,,,
392,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,2.106,2.106,,,,2.7,0,70,,,,
393,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,0.621,0.621,,,,2.7,0,70,,,,
394,Pan et. al 2016,"Menendez et al., 2009",,,,Spain,43.30556,-3.883333,,,,,,,,,,,,,,,,,,,,,0.594,0.594,,,,2.7,0,70,,,,
395,Pan et. al 2016,"Merino et al., 2004",,,,Spain,43.3,-4,,,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,3,0,97,,,,
396,Pan et. al 2016,"Merino et al., 2004",,,,Spain,43.3,-4,,,,,,,,,,,,,,,,,,,,,0.15,0.15,,,,3,0,97,,,,
397,Pan et. al 2016,"Nash et al., 2015",,,,USA,40.02139,-92.19025,,,,,,,,,,,,,,,,,,,,,5.88,5.88,,,,42,0,202,,,,
398,Pan et. al 2016,"Nash et al., 2015",,,,USA,40.02139,-92.19025,,,,,,,,,,,,,,,,,,,,,1.68,1.68,,,,42,0,202,,,,
399,Pan et. al 2016,"Ni et al., 2014",,,,Germany,54.3,9.966667,,,,,,,,,,,,,,,,,,,,,43.47,43.47,,,,189,0,200,,,,
400,Pan et. al 2016,"Ni et al., 2014",,,,Germany,54.3,9.966667,,,,,,,,,,,,,,,,,,,,,13.23,13.23,,,,189,0,200,,,,
401,Pan et. al 2016,"Ni et al., 2014",,,,Germany,54.3,9.966667,,,,,,,,,,,,,,,,,,,,,11.88,11.88,,,,198,0,200,,,,
402,Pan et. al 2016,"Norman et al., 2003",,,,USA,35.124666,-90.931188,,,,,,,,,,,,,,,,,,,,,28.6,28.6,,,,20,0,134.4,,,,
403,Pan et. al 2016,"Norman et al., 2003",,,,USA,35.124666,-90.931188,,,,,,,,,,,,,,,,,,,,,18,18,,,,20,0,134.4,,,,
404,Pan et. al 2016,"Norman et al., 2003",,,,USA,35.124666,-90.931188,,,,,,,,,,,,,,,,,,,,,10.8,10.8,,,,20,0,134.4,,,,
405,Pan et. al 2016,"Norman et al., 2003",,,,USA,35.124666,-90.931188,,,,,,,,,,,,,,,,,,,,,6,6,,,,20,0,134.4,,,,
406,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,95.76,95.76,,,,12,0,200,,,,
407,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,32.67,32.67,,,,9,0,75,,,,
408,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,35.28,35.28,,,,12,0,150,,,,
409,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,21.6,21.6,,,,12,0,200,,,,
410,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,13.41,13.41,,,,9,0,75,,,,
411,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,17.28,17.28,,,,12,0,150,,,,
412,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,14.56,14.56,,,,16,0,100,,,,
413,Pan et. al 2016,"Pacholski et al., 2006",,,,China,35.01667,114.0667,,,,,,,,,,,,,,,,,,,,,0.64,0.64,,,,16,0,100,,,,
414,Pan et. al 2016,"Pereira et al., 2009",,,,Brazil,-17.884447,-51.72222,,,,,,,,,,,,,,,,,,,,,50.6,50.6,,,,11,0,80,,,,
415,Pan et. al 2016,"Pereira et al., 2009",,,,Brazil,-17.884447,-51.72222,,,,,,,,,,,,,,,,,,,,,34.1,34.1,,,,11,0,80,,,,
416,Pan et. al 2016,"Pereira et al., 2009",,,,Brazil,-17.884447,-51.72222,,,,,,,,,,,,,,,,,,,,,28.38,28.38,,,,11,0,80,,,,
417,Pan et. al 2016,"Pereira et al., 2009",,,,Brazil,-17.884447,-51.72222,,,,,,,,,,,,,,,,,,,,,20.24,20.24,,,,11,0,40,,,,
418,Pan et. al 2016,"Pereira et al., 2009",,,,Brazil,-17.884447,-51.72222,,,,,,,,,,,,,,,,,,,,,14.08,14.08,,,,11,0,40,,,,
419,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,4.2,4.2,,,,14,0,60,,,,
420,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,2.1,2.1,,,,14,0,50,,,,
421,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,1.8,1.8,,,,10,0,60,,,,
422,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,0.7,0.7,,,,10,0,30,,,,
423,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,13.4,13.4,,,,10,0,90,,,,
424,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,13.4,13.4,,,,10,0,150,,,,
425,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,15.68,15.68,,,,14,0,100,,,,
426,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,4.48,4.48,,,,14,0,100,,,,
427,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,4.2,4.2,,,,14,0,50,,,,
428,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,2.1,2.1,,,,14,0,50,,,,
429,Pan et. al 2016,"Qi et al., 2012",,,,China,29.85,115.55,,,,,,,,,,,,,,,,,,,,,0.6,0.6,,,,10,0,150,,,,
430,Pan et. al 2016,"Rochette et al., 2009b",,,,Canada,46.08333,-71.03333,,,,,,,,,,,,,,,,,,,,,89.61,89.61,,,,29,0,140,,,,
431,Pan et. al 2016,"Rochette et al., 2009b",,,,Canada,46.08333,-71.03333,,,,,,,,,,,,,,,,,,,,,44.08,44.08,,,,29,0,140,,,,
432,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,7.5,7.5,,,,30,0,200,,,,
433,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,7.2,7.2,,,,30,0,200,,,,
434,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,4.2,4.2,,,,28,0,200,,,,
435,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,2.4,2.4,,,,30,0,100,,,,
436,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,30,0,100,,,,
437,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,1.12,1.12,,,,28,0,100,,,,
438,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,0.56,0.56,,,,28,0,200,,,,
439,Pan et. al 2016,"Roelcke et al., 2002",,,,China,34.28333,108,,,,,,,,,,,,,,,,,,,,,0.28,0.28,,,,28,0,100,,,,
440,Pan et. al 2016,"Sanz-Cobena et al., 2008",,,,Spain,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,17.28,17.28,,,,36,0,170,,,,
441,Pan et. al 2016,"Sanz-Cobena et al., 2008",,,,Spain,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,10.08,10.08,,,,36,0,170,,,,
442,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,34.84,34.84,,,,13,0,100,,,,
443,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,36.68,36.68,,,,14,0,100,,,,
444,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,31.85,31.85,,,,13,0,100,,,,
445,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,13,13,,,,13,0,100,,,,
446,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,13.86,13.86,,,,14,0,100,,,,
447,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,8.4,8.4,,,,14,0,100,,,,
448,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,8.26,8.26,,,,14,0,100,,,,
449,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,7.98,7.98,,,,14,0,100,,,,
450,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,3.51,3.51,,,,13,0,100,,,,
451,Pan et. al 2016,"Sanz-Cobena et al., 2010",,,,UK,50.769485,-3.901106,,,,,,,,,,,,,,,,,,,,,3.38,3.38,,,,13,0,100,,,,
452,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,26.6,26.6,,,,35,0,100,,,,
453,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,13.65,13.65,,,,35,0,100,,,,
454,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,11.2,11.2,,,,35,0,100,,,,
455,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,10.85,10.85,,,,35,0,100,,,,
456,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,10.5,10.5,,,,35,0,100,,,,
457,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,10.5,10.5,,,,35,0,100,,,,
458,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,9.1,9.1,,,,35,0,80,,,,
459,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,8.05,8.05,,,,35,0,80,,,,
460,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,7.7,7.7,,,,35,0,80,,,,
461,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,7,7,,,,35,0,100,,,,
462,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,4.9,4.9,,,,35,0,80,,,,
463,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,3.15,3.15,,,,35,0,60,,,,
464,Pan et. al 2016,"Schwenke et al., 2014",,,,Australia,-30,150,,,,,,,,,,,,,,,,,,,,,2.8,2.8,,,,35,0,60,,,,
465,Pan et. al 2016,"Sun et al., 2015 ",,,,China,31.26667,119.9,,,,,,,,,,,,,,,,,,,,,19.71,19.71,,,,27,0,180,,,,
466,Pan et. al 2016,"Sun et al., 2015 ",,,,China,31.26667,119.9,,,,,,,,,,,,,,,,,,,,,57.78,57.78,,,,27,0,240,,,,
467,Pan et. al 2016,"Sun et al., 2015 ",,,,China,31.26667,119.9,,,,,,,,,,,,,,,,,,,,,42.12,42.12,,,,27,0,240,,,,
468,Pan et. al 2016,"Sun et al., 2015 ",,,,China,31.26667,119.9,,,,,,,,,,,,,,,,,,,,,32.4,32.4,,,,27,0,180,,,,
469,Pan et. al 2016,"Suter et al., 2013",,,,Australia,-38.43616,143.7929,,,,,,,,,,,,,,,,,,,,,11.89,11.89,,,,29,0,40,,,,
470,Pan et. al 2016,"Suter et al., 2013",,,,Australia,-38.43616,143.7929,,,,,,,,,,,,,,,,,,,,,3.77,3.77,,,,29,0,40,,,,
471,Pan et. al 2016,"Suter et al., 2013",,,,Australia,-38.43616,143.7929,,,,,,,,,,,,,,,,,,,,,0.75,0.75,,,,25,0,40,,,,
472,Pan et. al 2016,"Suter et al., 2013",,,,Australia,-38.43616,143.7929,,,,,,,,,,,,,,,,,,,,,0.75,0.75,,,,25,0,40,,,,
473,Pan et. al 2016,"Suter et al., 2013",,,,Australia,-38.43616,143.7929,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,25,0,40,,,,
474,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,42,42,,,,15,0,50,,,,
475,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,7.95,7.95,,,,15,0,50,,,,
476,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,85.95,85.95,,,,15,0,200,,,,
477,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,16.05,16.05,,,,15,0,200,,,,
478,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,10.05,10.05,,,,15,0,200,,,,
479,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,4.95,4.95,,,,15,0,50,,,,
480,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,0.45,0.45,,,,15,0,50,,,,
481,Pan et. al 2016,"Theobald & Ball, 1984",,,,New Zealand,-40.356176,175.506074,,,,,,,,,,,,,,,,,,,,,0.45,0.45,,,,15,0,200,,,,
482,Pan et. al 2016,"Tian et al., 2001",,,,China,31.959839,119.171337,,,,,,,,,,,,,,,,,,,,,5.2,5.2,,,,13,0,40,,,,
483,Pan et. al 2016,"Tian et al., 2001",,,,China,31.959839,119.171337,,,,,,,,,,,,,,,,,,,,,10.53,10.53,,,,13,0,120,,,,
484,Pan et. al 2016,"Tian et al., 2001",,,,China,31.959839,119.171337,,,,,,,,,,,,,,,,,,,,,9.75,9.75,,,,13,0,80,,,,
485,Pan et. al 2016,"Tian et al., 2001",,,,China,31.959839,119.171337,,,,,,,,,,,,,,,,,,,,,7.8,7.8,,,,13,0,80,,,,
486,Pan et. al 2016,"Tian et al., 2015",,,,USA,31.959839,119.171337,,,,,,,,,,,,,,,,,,,,,0.8,0.8,,,,40,0,112,,,,
487,Pan et. al 2016,"Tian et al., 2015",,,,USA,31.959839,119.171337,,,,,,,,,,,,,,,,,,,,,0.4,0.4,,,,40,0,112,,,,
488,Pan et. al 2016,"Tomar et al., 1985",,,,Canada,45.1,-74.04528,,,,,,,,,,,,,,,,,,,,,0,0.00027475,,,,17,0,75,,,,
489,Pan et. al 2016,"Turner et al., 2010",,,,Australia,-36.36667,141.9,,,,,,,,,,,,,,,,,,,,,7.59,7.59,,,,23,0,80,,,,
490,Pan et. al 2016,"Turner et al., 2010",,,,Australia,-36.36667,141.9,,,,,,,,,,,,,,,,,,,,,0.69,0.69,,,,23,0,80,,,,
491,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,21.73,21.73,,,,41,0,60,,,,
492,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,10.66,10.66,,,,41,0,60,,,,
493,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,9.43,9.43,,,,41,0,60,,,,
494,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,2.46,2.46,,,,41,0,60,,,,
495,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,32.8,32.8,,,,41,0,180,,,,
496,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,27.47,27.47,,,,41,0,180,,,,
497,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,27.06,27.06,,,,41,0,120,,,,
498,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,24.19,24.19,,,,41,0,120,,,,
499,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,18.45,18.45,,,,41,0,120,,,,
500,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,3.28,3.28,,,,41,0,180,,,,
501,Pan et. al 2016,"Wang et al., 2004",,,,China,39.95,119.5,,,,,,,,,,,,,,,,,,,,,3.28,3.28,,,,41,0,180,,,,
